Date,District,avg_cases
2020-04-01,"AP_East Godavari",15315.191558441558
2020-04-01,AP_Kurnool,10488.175324675325
2020-04-01,"AP_West Godavari",10344.224025974027
2020-04-01,AP_Anantapur,9749.37987012987
2020-04-01,AP_Chittoor,9663.503246753247
2020-04-01,AP_Guntur,9484.308441558442
2020-04-01,AP_Visakhapatnam,8610.503246753247
2020-04-01,"AP_S.P.S. Nellore",7953.525974025974
2020-04-01,"AP_Y.S.R. Kadapa",6990.055194805195
2020-04-01,AP_Prakasam,6805.029220779221
