S No,State_Code,State,District_Key,Cowin Key,District
569,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,Krishnagiri
570,TN,Tamil Nadu,TN_Madurai,Madurai,Madurai
571,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,Nagapattinam
572,TN,Tamil Nadu,TN_Namakkal,Namakkal,Namakkal
573,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,Nilgiris
574,TN,Tamil Nadu,TN_Dindigul,Palani,Dindigul
575,TN,Tamil Nadu,TN_Ramanathapuram,Paramakudi,Ramanathapuram
576,TN,Tamil Nadu,TN_Perambalur,Perambalur,Perambalur
577,TN,Tamil Nadu,TN_Thiruvallur,Poonamallee,Thiruvallur
578,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,Pudukkottai
579,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,Ramanathapuram
580,TN,Tamil Nadu,TN_Ranipet,Ranipet,Ranipet
581,TN,Tamil Nadu,TN_Salem,Salem,Salem
582,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,Sivaganga
583,TN,Tamil Nadu,TN_Virudhunagar,Sivakasi,Virudhunagar
584,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,Tenkasi
585,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,Thanjavur
586,TN,Tamil Nadu,TN_Theni,Theni,Theni
587,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukudi (Tuticorin),Thoothukkudi
588,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,Tiruchirappalli
589,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,Tirunelveli
590,TN,Tamil Nadu,TN_Tirupathur,Tirupattur,Tirupathur
591,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,Tiruppur
592,TN,Tamil Nadu,TN_Thiruvallur,Tiruvallur,Thiruvallur
593,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,Tiruvannamalai
594,TN,Tamil Nadu,TN_Thiruvarur,Tiruvarur,Thiruvarur
595,TN,Tamil Nadu,TN_Vellore,Vellore,Vellore
596,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,Viluppuram
597,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,Virudhunagar
598,TG,Telangana,TG_Adilabad,Adilabad,Adilabad
599,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,Bhadradri Kothagudem
600,TG,Telangana,TG_Hyderabad,Hyderabad,Hyderabad
601,TG,Telangana,TG_Jagtial,Jagtial,Jagtial
602,TG,Telangana,TG_Jangaon,Jangaon,Jangaon
603,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalpally,Jayashankar Bhupalapally
604,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,Jogulamba Gadwal
605,TG,Telangana,TG_Kamareddy,Kamareddy,Kamareddy
606,TG,Telangana,TG_Karimnagar,Karimnagar,Karimnagar
607,TG,Telangana,TG_Khammam,Khammam,Khammam
608,TG,Telangana,TG_Komaram Bheem,Kumuram Bheem,Komaram Bheem
609,TG,Telangana,TG_Mahabubabad,Mahabubabad,Mahabubabad
610,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,Mahabubnagar
611,TG,Telangana,TG_Mancherial,Mancherial,Mancherial
612,TG,Telangana,TG_Medak,Medak,Medak
613,TG,Telangana,TG_Medchal Malkajgiri,Medchal,Medchal Malkajgiri
614,TG,Telangana,TG_Mulugu,Mulugu,Mulugu
615,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,Nagarkurnool
616,TG,Telangana,TG_Nalgonda,Nalgonda,Nalgonda
617,TG,Telangana,TG_Narayanpet,Narayanpet,Narayanpet
618,TG,Telangana,TG_Nirmal,Nirmal,Nirmal
619,TG,Telangana,TG_Nizamabad,Nizamabad,Nizamabad
620,TG,Telangana,TG_Peddapalli,Peddapalli,Peddapalli
621,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,Rajanna Sircilla
622,TG,Telangana,TG_Ranga Reddy,Rangareddy,Ranga Reddy
623,TG,Telangana,TG_Sangareddy,Sangareddy,Sangareddy
624,TG,Telangana,TG_Siddipet,Siddipet,Siddipet
625,TG,Telangana,TG_Suryapet,Suryapet,Suryapet
626,TG,Telangana,TG_Vikarabad,Vikarabad,Vikarabad
627,TG,Telangana,TG_Wanaparthy,Wanaparthy,Wanaparthy
628,TG,Telangana,TG_Warangal Rural,Warangal(Rural),Warangal Rural
629,TG,Telangana,TG_Warangal Urban,Warangal(Urban),Warangal Urban
630,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri
631,TR,Tripura,TR_Dhalai,Dhalai,Dhalai
632,TR,Tripura,TR_Gomati,Gomati,Gomati
633,TR,Tripura,TR_Khowai,Khowai,Khowai
634,TR,Tripura,TR_North Tripura,North Tripura,North Tripura
635,TR,Tripura,TR_Sipahijala,Sepahijala,Sipahijala
636,TR,Tripura,TR_South Tripura,South Tripura,South Tripura
637,TR,Tripura,TR_Unokoti,Unakoti,Unokoti
638,TR,Tripura,TR_West Tripura,West Tripura,West Tripura
639,UP,Uttar Pradesh,UP_Agra,Agra,Agra
640,UP,Uttar Pradesh,UP_Aligarh,Aligarh,Aligarh
641,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,Ambedkar Nagar
642,UP,Uttar Pradesh,UP_Amethi,Amethi,Amethi
643,UP,Uttar Pradesh,UP_Amroha,Amroha,Amroha
644,UP,Uttar Pradesh,UP_Auraiya,Auraiya,Auraiya
645,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,Ayodhya
646,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,Azamgarh
647,UP,Uttar Pradesh,UP_Budaun,Badaun,Budaun
648,UP,Uttar Pradesh,UP_Baghpat,Baghpat,Baghpat
649,UP,Uttar Pradesh,UP_Bahraich,Bahraich,Bahraich
650,UP,Uttar Pradesh,UP_Balrampur,Balarampur,Balrampur
651,UP,Uttar Pradesh,UP_Ballia,Ballia,Ballia
652,UP,Uttar Pradesh,UP_Banda,Banda,Banda
653,UP,Uttar Pradesh,UP_Barabanki,Barabanki,Barabanki
654,UP,Uttar Pradesh,UP_Bareilly,Bareilly,Bareilly
655,UP,Uttar Pradesh,UP_Basti,Basti,Basti
656,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,Bhadohi
657,UP,Uttar Pradesh,UP_Bijnor,Bijnour,Bijnor
658,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,Bulandshahr
659,UP,Uttar Pradesh,UP_Chandauli,Chandauli,Chandauli
660,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,Chitrakoot
661,UP,Uttar Pradesh,UP_Deoria,Deoria,Deoria
662,UP,Uttar Pradesh,UP_Etah,Etah,Etah
663,UP,Uttar Pradesh,UP_Etawah,Etawah,Etawah
664,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,Farrukhabad
665,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,Fatehpur
666,UP,Uttar Pradesh,UP_Firozabad,Firozabad,Firozabad
667,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,Gautam Buddha Nagar
668,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,Ghaziabad
669,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,Ghazipur
670,UP,Uttar Pradesh,UP_Gonda,Gonda,Gonda
671,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,Gorakhpur
672,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,Hamirpur
673,UP,Uttar Pradesh,UP_Hapur,Hapur,Hapur
674,UP,Uttar Pradesh,UP_Hardoi,Hardoi,Hardoi
675,UP,Uttar Pradesh,UP_Hathras,Hathras,Hathras
676,UP,Uttar Pradesh,UP_Jalaun,Jalaun,Jalaun
677,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,Jaunpur
678,UP,Uttar Pradesh,UP_Jhansi,Jhansi,Jhansi
679,UP,Uttar Pradesh,UP_Kannauj,Kannauj,Kannauj
680,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,Kanpur Dehat
681,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,Kanpur Nagar
682,UP,Uttar Pradesh,UP_Kasganj,Kasganj,Kasganj
683,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,Kaushambi
684,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,Kushinagar
685,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,Lakhimpur Kheri
686,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,Lalitpur
687,UP,Uttar Pradesh,UP_Lucknow,Lucknow,Lucknow
688,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,Maharajganj
689,UP,Uttar Pradesh,UP_Mahoba,Mahoba,Mahoba
690,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,Mainpuri
691,UP,Uttar Pradesh,UP_Mathura,Mathura,Mathura
692,UP,Uttar Pradesh,UP_Mau,Mau,Mau
693,UP,Uttar Pradesh,UP_Meerut,Meerut,Meerut
694,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,Mirzapur
695,UP,Uttar Pradesh,UP_Moradabad,Moradabad,Moradabad
696,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,Muzaffarnagar
697,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,Pilibhit
698,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,Pratapgarh
699,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,Prayagraj
700,UP,Uttar Pradesh,UP_Rae Bareli,Raebareli,Rae Bareli
701,UP,Uttar Pradesh,UP_Rampur,Rampur,Rampur
702,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,Saharanpur
703,UP,Uttar Pradesh,UP_Sambhal,Sambhal,Sambhal
704,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,Sant Kabir Nagar
705,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,Shahjahanpur
706,UP,Uttar Pradesh,UP_Shamli,Shamli,Shamli
707,UP,Uttar Pradesh,UP_Shrawasti,Shravasti,Shrawasti
708,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,Siddharthnagar
709,UP,Uttar Pradesh,UP_Sitapur,Sitapur,Sitapur
710,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,Sonbhadra
711,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,Sultanpur
712,UP,Uttar Pradesh,UP_Unnao,Unnao,Unnao
713,UP,Uttar Pradesh,UP_Varanasi,Varanasi,Varanasi
714,UT,Uttarakhand,UT_Almora,Almora,Almora
715,UT,Uttarakhand,UT_Bageshwar,Bageshwar,Bageshwar
716,UT,Uttarakhand,UT_Chamoli,Chamoli,Chamoli
717,UT,Uttarakhand,UT_Champawat,Champawat,Champawat
718,UT,Uttarakhand,UT_Dehradun,Dehradun,Dehradun
719,UT,Uttarakhand,UT_Haridwar,Haridwar,Haridwar
720,UT,Uttarakhand,UT_Nainital,Nainital,Nainital
721,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,Pauri Garhwal
722,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,Pithoragarh
723,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,Rudraprayag
724,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,Tehri Garhwal
725,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,Udham Singh Nagar
726,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,Uttarkashi
727,WB,West Bengal,WB_Alipurduar,Alipurduar District,Alipurduar
728,WB,West Bengal,WB_Bankura,Bankura,Bankura
729,WB,West Bengal,WB_North 24 Parganas,Basirhat HD (North 24 Parganas),North 24 Parganas
730,WB,West Bengal,WB_Birbhum,Birbhum,Birbhum
731,WB,West Bengal,WB_Bankura,Bishnupur HD (Bankura),Bankura
732,WB,West Bengal,WB_Cooch Behar,COOCHBEHAR,Cooch Behar
734,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,Dakshin Dinajpur
735,WB,West Bengal,WB_Darjeeling,Darjeeling,Darjeeling
736,WB,West Bengal,WB_South 24 Parganas,Diamond Harbor HD (S 24 Parganas),South 24 Parganas
737,WB,West Bengal,WB_Purba Bardhaman,East Bardhaman,Purba Bardhaman
738,WB,West Bengal,WB_Hooghly,Hoogly,Hooghly
739,WB,West Bengal,WB_Howrah,Howrah,Howrah
740,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,Jalpaiguri
741,WB,West Bengal,WB_Jhargram,Jhargram,Jhargram
742,WB,West Bengal,WB_Kalimpong,Kalimpong,Kalimpong
743,WB,West Bengal,WB_Kolkata,Kolkata,Kolkata
744,WB,West Bengal,WB_Malda,Malda,Malda
745,WB,West Bengal,WB_Murshidabad,Murshidabad,Murshidabad
746,WB,West Bengal,WB_Nadia,Nadia,Nadia
747,WB,West Bengal,WB_Purba Medinipur,Nandigram HD (East Medinipore),Purba Medinipur
748,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,North 24 Parganas
749,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipore,Paschim Medinipur
750,WB,West Bengal,WB_Purba Medinipur,Purba Medinipore,Purba Medinipur
751,WB,West Bengal,WB_Purulia,Purulia,Purulia
752,WB,West Bengal,WB_Birbhum,Rampurhat HD (Birbhum),Birbhum
753,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,South 24 Parganas
754,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,Uttar Dinajpur
755,WB,West Bengal,WB_Paschim Bardhaman,West Bardhaman,Paschim Bardhaman
